SubjID,TestSite,ExclReason,Included VSL2,Included LDT,Date,Sex,Age,Ethnicity,Race,handedness_score,read_for_pleasure,born_in_us,first_language,language_disability,spl_cor,spl_inc,spl_perc,vcb_cor,vcb_inc,vcb_perc,art_cor,art_inc,art_diff,TOWRE_rank,TOWRE_descriptor,hits,misses,correctRejections,falseAlarms,totalTrials,hit_rate,fa_rate,hit_rate_z,fa_rate_z,d_prime_raw,d_prime_zscore,sensitivity,z_vcb,z_spl,z_art,Dim.1,Dim.2,Orthographic_Sensitivity,Semantic_Sensitivity,List,accuracy,average_response_time,cond_trig,correct,counter,cresp,datetime,experiment_file,logfile,response,response_time,trial_type,family_size,complexity,target,total_correct,total_response_time,total_responses,word_trig,targ_type,base,affix,Source,FS,BF,LogBF,Family_Size,Base_Frequency,BaseLength,WholeFormLength,Sublist,Complexity,LogBF_std,FS_std,BF_std,Dim.2_std
S126,Hampshire,NA,1,1,2018-02-15,Female,18,Not Hispanic or Latino,White,9,1-3 hours,Yes,English,No,67,13,83.75,48,2,96,39,27,12,NA,NA,27,5,27,5,32,0.84375,0.15625,1.73572679336797,-1.73572679336797,0.6875,3.47145358673595,Sensitive,1.2170230332268686,0.39406492863451337,-0.8316314340282359,0.4391409684780128,0.252627829929167,High Orthographic,High Semantic,AB,65.9863945578,719.489795918,205,1,294,z,03/01/18 15:23:49,AB,subject-126.csv,z,567,NW,S,SIMP,boltoes,194,211530,294,13,NW_S_SIMP,bolt,ous,Crepaldi,6,348,5.85,Small Family,High BF,4,7,2,Simple,-0.3527298060510283,-0.390308702128549,-0.507434956902746,0.23820886138653763
S126,Hampshire,NA,1,1,2018-02-15,Female,18,Not Hispanic or Latino,White,9,1-3 hours,Yes,English,No,67,13,83.75,48,2,96,39,27,12,NA,NA,27,5,27,5,32,0.84375,0.15625,1.73572679336797,-1.73572679336797,0.6875,3.47145358673595,Sensitive,1.2170230332268686,0.39406492863451337,-0.8316314340282359,0.4391409684780128,0.252627829929167,High Orthographic,High Semantic,AB,66.2162162162,717.939189189,205,1,296,z,03/01/18 15:23:49,AB,subject-126.csv,z,560,NW,S,SIMP,nullith,196,212510,296,23,NW_S_SIMP,null,ish,XuTaft,4,45,3.81,Small Family,High BF,4,7,2,Simple,-1.680886875263698,-0.5492894890704371,-0.6312101295749791,0.23820886138653763
S126,Hampshire,NA,1,1,2018-02-15,Female,18,Not Hispanic or Latino,White,9,1-3 hours,Yes,English,No,67,13,83.75,48,2,96,39,27,12,NA,NA,27,5,27,5,32,0.84375,0.15625,1.73572679336797,-1.73572679336797,0.6875,3.47145358673595,Sensitive,1.2170230332268686,0.39406492863451337,-0.8316314340282359,0.4391409684780128,0.252627829929167,High Orthographic,High Semantic,AB,66.4429530201,716.986577181,205,1,298,z,03/01/18 15:23:49,AB,subject-126.csv,z,643,NW,S,SIMP,jawla,198,213662,298,7,NW_S_SIMP,jaw,ly,Crepaldi,7,414,6.03,Small Family,High BF,3,5,2,Simple,-0.23553947641461587,-0.31081830865760496,-0.4804740282018635,0.23820886138653763
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,66.6666666667,646.833333333,203,1,12,z,04/10/18 17:31:23,BA,subject-127.csv,z,878,NW,S,SIMP,heightenge,8,7762,12,18,NW_S_SIMP,height,ence,Rastle,2,912,6.82,Small Family,High BF,6,10,1,Simple,0.2787958592118593,-0.7082702760123252,-0.2770415661861141,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,71.4285714286,649.214285714,203,1,14,z,04/10/18 17:31:23,BA,subject-127.csv,z,836,NW,S,SIMP,branchel,10,9089,14,16,NW_S_SIMP,branch,er,Graves,3,1692,7.43,Small Family,High BF,6,8,1,Simple,0.675940865201922,-0.6287798825413812,0.041587591187951266,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,76.4705882353,638.176470588,203,1,17,z,04/10/18 17:31:23,BA,subject-127.csv,z,644,NW,S,SIMP,ejectenge,13,10849,17,20,NW_S_SIMP,eject,ence,RastleFiller,5,66,4.19,Small Family,High BF,5,9,1,Simple,-1.4334850682534945,-0.469799095599493,-0.622631652261062,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,73.9130434783,648.565217391,204,1,23,z,04/10/18 17:31:23,BA,subject-127.csv,z,730,NW,L,SIMP,fellowoes,17,14917,23,17,NW_L_SIMP,fellow,ous,Crepaldi,11,1324,7.19,Large Family,High BF,6,9,1,Simple,0.5196870923533731,0.007143265226171272,-0.10874001126545393,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,77.7777777778,632.740740741,203,1,27,z,04/10/18 17:31:23,BA,subject-127.csv,z,618,NW,S,SIMP,happenange,21,17084,27,2,NW_S_SIMP,happen,ance,Crepaldi,3,6982,8.85,Small Family,High BF,6,10,1,Simple,1.6004423545558393,-0.6287798825413812,2.202546876455651,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,76.6666666667,635.3,204,1,30,z,04/10/18 17:31:23,BA,subject-127.csv,z,707,NW,L,SIMP,ripenge,23,19059,30,4,NW_L_SIMP,rip,ence,Crepaldi,8,471,6.15,Large Family,High BF,3,7,1,Simple,-0.1574125899903411,-0.23132791518666088,-0.45718958977837415,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,78.3783783784,631.243243243,203,1,37,z,04/10/18 17:31:23,BA,subject-127.csv,z,676,NW,S,SIMP,debtith,29,23356,37,22,NW_S_SIMP,debt,ish,RastleFiller,4,656,6.49,Small Family,High BF,4,7,1,Simple,0.06394692154510381,-0.5492894890704371,-0.38161728963196123,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,79.6296296296,631.851851852,204,1,54,z,04/10/18 17:31:23,BA,subject-127.csv,z,663,NW,L,SIMP,agreela,43,34120,54,24,NW_L_SIMP,agree,ly,RastleFiller,9,4745,8.46,Large Family,High BF,5,7,1,Simple,1.3465299736769474,-0.15183752171571682,1.2887347930636202,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,80.3571428571,626.910714286,203,1,56,z,04/10/18 17:31:23,BA,subject-127.csv,z,576,NW,S,SIMP,beerel,45,35107,56,5,NW_S_SIMP,beer,er,Crepaldi,2,853,6.75,Small Family,High BF,4,6,1,Simple,0.2332218421310322,-0.7082702760123252,-0.3011430024490242,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,80.303030303,619.409090909,204,1,66,z,04/10/18 17:31:23,BA,subject-127.csv,z,600,NW,L,SIMP,sheetel,53,40881,66,5,NW_L_SIMP,sheet,er,Crepaldi,14,1009,6.92,Large Family,High BF,5,7,1,Simple,0.3439015978987547,0.24561444563900342,-0.2374171709742111,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,81.0810810811,622.189189189,203,1,74,z,04/10/18 17:31:23,BA,subject-127.csv,z,758,NW,S,SIMP,humidoes,60,46042,74,25,NW_S_SIMP,humid,ous,XuTaft,4,92,4.52,Small Family,High BF,5,8,1,Simple,-1.2186361305867397,-0.5492894890704371,-0.6120106803485931,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,82.2784810127,617.316455696,203,1,79,z,04/10/18 17:31:23,BA,subject-127.csv,z,626,NW,S,SIMP,princemant,65,48768,79,17,NW_S_SIMP,prince,ment,Graves,4,910,6.81,Small Family,High BF,6,10,1,Simple,0.2722852853431693,-0.5492894890704371,-0.27785856402553477,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,82.2222222222,611.233333333,204,1,90,z,04/10/18 17:31:23,BA,subject-127.csv,z,770,NW,L,SIMP,pitchody,74,55011,90,25,NW_L_SIMP,pitch,ory,RastleFiller,10,610,6.41,Large Family,High BF,5,8,1,Simple,0.011862330595587294,-0.07234712824477278,-0.40040823993863683,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,81.4814814815,610.805555556,203,1,108,z,04/10/18 17:31:23,BA,subject-127.csv,z,929,NW,S,SIMP,lidady,88,65967,108,3,NW_S_SIMP,lid,ary,Crepaldi,3,523,6.26,Small Family,High BF,3,6,1,Simple,-0.08579627743475632,-0.6287798825413812,-0.43594764595343644,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,82.4561403509,610.833333333,204,1,114,z,04/10/18 17:31:23,BA,subject-127.csv,z,878,NW,L,SIMP,mouthime,94,69635,114,11,NW_L_SIMP,mouth,ize,Crepaldi,18,2866,7.96,Large Family,High BF,5,8,1,Simple,1.0210012802424688,0.5635760195227796,0.5211653229278908,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,82.9268292683,611.325203252,204,1,123,z,04/10/18 17:31:23,BA,subject-127.csv,z,537,NW,L,SIMP,angelith,102,75193,123,7,NW_L_SIMP,angel,ish,Crepaldi,17,652,6.48,Large Family,High BF,5,8,1,Simple,0.05743634767641439,0.4840856260518356,-0.38325128531080255,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,83.064516129,611.798387097,204,1,124,z,04/10/18 17:31:23,BA,subject-127.csv,z,670,NW,L,SIMP,bindig,103,75863,124,22,NW_L_SIMP,bind,ic,RastleFiller,14,451,6.11,Large Family,High BF,4,6,1,Simple,-0.18345488546509936,0.24561444563900342,-0.46535956817258095,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,81.7518248175,613.635036496,203,1,137,z,04/10/18 17:31:23,BA,subject-127.csv,z,569,NW,S,SIMP,antilm,112,84068,137,8,NW_S_SIMP,ant,ish,Crepaldi,1,206,5.33,Small Family,High BF,3,6,1,Simple,-0.6912796472228852,-0.7877606694832693,-0.5654418035016143,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,81.884057971,613.086956522,203,1,138,z,04/10/18 17:31:23,BA,subject-127.csv,z,538,NW,S,SIMP,figel,113,84606,138,4,NW_S_SIMP,fig,er,Crepaldi,3,196,5.28,Small Family,High BF,3,5,1,Simple,-0.7238325165663327,-0.6287798825413812,-0.5695267926987178,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,80.985915493,617.183098592,203,1,142,z,04/10/18 17:31:23,BA,subject-127.csv,z,809,NW,S,SIMP,treasonime,115,87640,142,14,NW_S_SIMP,treason,ize,Crepaldi,4,138,4.93,Small Family,High BF,7,10,1,Simple,-0.9517026019704677,-0.5492894890704371,-0.5932197300419174,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,81.4569536424,623.894039735,204,1,151,z,04/10/18 17:31:23,BA,subject-127.csv,z,571,NW,L,SIMP,gasfil,123,94208,151,6,NW_L_SIMP,gas,ful,Crepaldi,33,1501,7.31,Large Family,High BF,3,6,1,Simple,0.5978139787776473,1.7559319215869404,-0.036435702476723716,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,80.8641975309,615.685185185,204,1,162,z,04/10/18 17:31:23,BA,subject-127.csv,z,511,NW,L,SIMP,mudla,131,99741,162,12,NW_L_SIMP,mud,ly,Crepaldi,16,912,6.82,Large Family,High BF,3,5,1,Simple,0.2787958592118593,0.40459523258089153,-0.2770415661861141,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,80.981595092,616.570552147,204,1,163,z,04/10/18 17:31:23,BA,subject-127.csv,z,760,NW,L,SIMP,stirange,132,100501,163,1,NW_L_SIMP,stir,ance,Crepaldi,12,841,6.73,Large Family,High BF,4,8,1,Simple,0.22020069439365336,0.08663365869711533,-0.30604498948554826,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,80.8383233533,618.748502994,204,1,167,z,04/10/18 17:31:23,BA,subject-127.csv,z,694,NW,L,SIMP,breakidy,135,103331,167,23,NW_L_SIMP,break,ity,RastleFiller,43,6366,8.76,Large Family,High BF,5,8,1,Simple,1.5418471897376334,2.5508358562963807,1.9509115419140817,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,81.8181818182,619.352272727,203,1,176,z,04/10/18 17:31:23,BA,subject-127.csv,z,535,NW,S,SIMP,elmilt,144,109006,176,10,NW_S_SIMP,elm,ist,Crepaldi,2,175,5.16,Small Family,High BF,3,6,1,Simple,-0.8019594029906075,-0.7082702760123252,-0.5781052700126349,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,81.9209039548,619.050847458,204,1,177,z,04/10/18 17:31:23,BA,subject-127.csv,z,566,NW,L,SIMP,inkilm,145,109572,177,8,NW_L_SIMP,ink,ish,Crepaldi,12,290,5.67,Large Family,High BF,3,6,1,Simple,-0.4699201356874402,0.08663365869711533,-0.5311278942459458,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,82.4468085106,617.569148936,204,1,188,z,04/10/18 17:31:23,BA,subject-127.csv,z,594,NW,L,SIMP,kingilm,155,116103,188,19,NW_L_SIMP,king,ish,Rastle,11,2275,7.73,Large Family,High BF,4,7,1,Simple,0.8712580812626093,0.007143265226171272,0.2797424613790796,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,82.6315789474,618.373684211,203,1,190,z,04/10/18 17:31:23,BA,subject-127.csv,z,644,NW,S,SIMP,dumbidy,157,117491,190,12,NW_S_SIMP,dumb,ity,Crepaldi,6,244,5.5,Small Family,High BF,4,7,1,Simple,-0.5805998914551627,-0.390308702128549,-0.5499188445526214,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,82.8125,619.229166667,203,1,192,z,04/10/18 17:31:23,BA,subject-127.csv,z,541,NW,S,SIMP,weldig,159,118892,192,21,NW_S_SIMP,weld,ic,RastleFiller,3,129,4.86,Small Family,High BF,4,6,1,Simple,-0.9972766190512942,-0.6287798825413812,-0.5968962203193106,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,83.7209302326,614.63255814,204,1,215,z,04/10/18 17:31:23,BA,subject-127.csv,z,634,NW,L,SIMP,passmant,180,132146,215,14,NW_L_SIMP,pass,ment,Crepaldi,43,10035,9.21,Large Family,High BF,4,8,1,Simple,1.8348230138286643,2.5508358562963807,3.4496940783313197,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,84.1628959276,611.574660633,203,1,221,z,04/10/18 17:31:23,BA,subject-127.csv,z,495,NW,S,SIMP,fiendilm,186,135158,221,24,NW_S_SIMP,fiend,ism,XuTaft,4,53,3.97,Small Family,High BF,5,8,1,Simple,-1.576717693364665,-0.5492894890704371,-0.6279421382172964,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,84.0707964602,610.951327434,203,1,226,z,04/10/18 17:31:23,BA,subject-127.csv,z,707,NW,S,SIMP,adoptish,190,138075,226,19,NW_S_SIMP,adopt,ish,Rastle,4,1205,7.09,Small Family,High BF,5,5,1,Simple,0.4545813536664771,-0.5492894890704371,-0.15735138271098442,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,84.2794759825,610.292576419,204,1,229,z,04/10/18 17:31:23,BA,subject-127.csv,z,475,NW,L,SIMP,flipody,193,139757,229,16,NW_L_SIMP,flip,ory,Crepaldi,10,184,5.21,Large Family,High BF,4,7,1,Simple,-0.7694065336471599,-0.07234712824477278,-0.5744287797352418,0.23898853800535588
S127,Hampshire,NA,1,1,2018-04-10,Female,23,Hispanic or Latino,More than one race,10,Not at all only for school,Yes,English,No,66,14,82.5,32,18,64,50,16,34,NA,NA,18,14,18,14,32,0.5625,0.4375,-0.13796015525443,0.13796015525443,0.125,-0.27592031050886,Insensitive,-1.5764813130829065,0.2355062591247683,1.2770475919145454,-0.07649653502617007,0.25332087822511595,High Orthographic,Low Semantic,BA,84.6153846154,607.991452991,204,1,234,z,04/10/18 17:31:23,BA,subject-127.csv,z,513,NW,L,SIMP,employnels,198,142270,234,21,NW_L_SIMP,employ,ness,Rastle,12,4622,8.44,Large Family,High BF,6,10,1,Simple,1.3335088259395673,0.08663365869711533,1.2384894259392483,0.23898853800535588
